key,breakout_lookback,atr_period,atr_mult,risk_per_trade,trend_filter,regime_filter,is_return,is_mdd,is_trades,is_win_rate,is_pf,is_avg_r,oos_return,oos_mdd,oos_trades,oos_win_rate,oos_pf,oos_avg_r,rank_score
lb55_atr14_m3.0_r0.005_tfnone_rfadx20,55,14,3.0,0.005,none,adx20,0.0034527567104372103,-0.03517032908996032,19,0.2631578947368421,1.0859320462405058,0.03769452575216808,0.013151615770589542,-0.012148861234751451,5,0.8,5.522019360029084,0.5048206040124923,0.20511786236132828
lb55_atr14_m3.0_r0.0025_tfnone_rfadx20,55,14,3.0,0.0025,none,adx20,0.001880494417774603,-0.01772339551280766,19,0.2631578947368421,1.0945097108901736,0.03769452575216814,0.006566341593641667,-0.006105320489746324,5,0.8,5.525527284021433,0.5048206040124922,0.20496080482348383
lb55_atr20_m3.0_r0.0025_tfnone_rfadx20,55,20,3.0,0.0025,none,adx20,-0.010746330755607603,-0.02342298436793222,22,0.18181818181818182,0.6402719389287889,-0.18542130111366387,0.006115563801499135,-0.005964198423909717,5,0.8,7.23093369546149,0.47127944973317487,0.20178241100352073
lb55_atr14_m3.0_r0.0025_tfma100_rfadx20,55,14,3.0,0.0025,ma100,adx20,-0.0013915089661034052,-0.01772339551280755,18,0.2222222222222222,0.9394823049794092,-0.028126584211100442,0.006566341593641667,-0.006105320489746324,5,0.8,5.525527284021433,0.5048206040124922,0.1961012684168897
lb55_atr20_m3.0_r0.005_tfnone_rfadx20,55,20,3.0,0.005,none,adx20,-0.021683496085394216,-0.046350398091927425,22,0.18181818181818182,0.6369981719798548,-0.18542130111366387,0.012247796720613158,-0.011863816740810496,5,0.8,7.225649807227231,0.47127944973317487,0.19535226565334407
lb55_atr20_m3.0_r0.0025_tfma100_rfadx20,55,20,3.0,0.0025,ma100,adx20,-0.013469565316382992,-0.023422984367931443,21,0.14285714285714285,0.5855025225372118,-0.24375016955859033,0.006115563801499135,-0.005964198423909717,5,0.8,7.23093369546149,0.47127944973317487,0.19487810059012928
lb55_atr14_m3.0_r0.005_tfma100_rfadx20,55,14,3.0,0.005,ma100,adx20,-0.003100992862564156,-0.03517032908996098,18,0.2222222222222222,0.9329368550861197,-0.0281265842111004,0.013151615770589542,-0.012148861234751451,5,0.8,5.522019360029084,0.5048206040124923,0.19480287842457053
lb55_atr20_m3.0_r0.005_tfma100_rfadx20,55,20,3.0,0.005,ma100,adx20,-0.02707144925019922,-0.04635039809192687,21,0.14285714285714285,0.5823379981323812,-0.24375016955859038,0.012247796720613158,-0.011863816740810496,5,0.8,7.225649807227231,0.47127944973317487,0.18724997891485234
lb55_atr10_m3.0_r0.0025_tfnone_rfadx20,55,10,3.0,0.0025,none,adx20,-0.003877613892874443,-0.02087065864137394,21,0.2857142857142857,0.83280874058968,-0.07138870011681621,0.005484327480997475,-0.006501698853593529,5,0.8,4.339453582464022,0.4221908004901106,0.15238245040469006
lb55_atr10_m3.0_r0.005_tfnone_rfadx20,55,10,3.0,0.005,none,adx20,-0.008054920221125306,-0.04134783507929396,21,0.2857142857142857,0.8272935494537702,-0.07138870011681618,0.010977693173426006,-0.01293746721726774,5,0.8,4.336359675276487,0.4221908004901108,0.14886566851486485
lb55_atr10_m2.5_r0.0025_tfnone_rfadx20,55,10,2.5,0.0025,none,adx20,-0.009569863367442255,-0.02519012452344016,24,0.16666666666666666,0.7121723968493343,-0.15080560140683882,0.006833704143077934,-0.006428596506767303,5,0.6,3.6174704047450614,0.5253964884953128,0.1444539685551394
lb55_atr10_m3.0_r0.0025_tfma100_rfadx20,55,10,3.0,0.0025,ma100,adx20,-0.007148927725761811,-0.02087065864137394,20,0.25,0.7256842412998082,-0.13676834949413258,0.005484327480997475,-0.006501698853593529,5,0.8,4.339453582464022,0.4221908004901106,0.14406483261683192
lb55_atr10_m3.0_r0.005_tfma100_rfadx20,55,10,3.0,0.005,ma100,adx20,-0.014568955484291934,-0.04134783507929396,20,0.25,0.7210242641361696,-0.13676834949413258,0.010977693173426006,-0.01293746721726774,5,0.8,4.336359675276487,0.4221908004901108,0.13909780583008985
lb55_atr10_m2.5_r0.005_tfnone_rfadx20,55,10,2.5,0.005,none,adx20,-0.019515281995901135,-0.049793546074246464,24,0.16666666666666666,0.7069687403464997,-0.15080560140683882,0.013675272983802778,-0.012781631792928905,5,0.6,3.6184298051577635,0.525396488495313,0.13860919475798456
lb55_atr10_m2.5_r0.0025_tfma100_rfadx20,55,10,2.5,0.0025,ma100,adx20,-0.013719434929648777,-0.025190124523439827,23,0.08695652173913043,0.6226872377829543,-0.22537445135396467,0.006833704143077934,-0.006428596506767303,5,0.6,3.6174704047450614,0.5253964884953128,0.135122292811576
lb55_atr10_m2.5_r0.005_tfma100_rfadx20,55,10,2.5,0.005,ma100,adx20,-0.027723580662718406,-0.04979354607424635,23,0.08695652173913043,0.6178358482775222,-0.2253744513539646,0.013675272983802778,-0.012781631792928905,5,0.6,3.6184298051577635,0.525396488495313,0.12745479062081902
lb55_atr14_m2.5_r0.0025_tfnone_rfadx20,55,14,2.5,0.0025,none,adx20,-0.0017262105418889284,-0.02063547189553916,22,0.22727272727272727,0.9379876057289779,-0.029831566965011987,0.002740585002363183,-0.0058261554351694,7,0.5714285714285714,1.9350597085483514,0.1491687093274072,0.06553894786204245
lb55_atr14_m2.5_r0.005_tfnone_rfadx20,55,14,2.5,0.005,none,adx20,-0.0039138638625009214,-0.040900631042531055,22,0.22727272727272727,0.9301276859107924,-0.029831566965011932,0.005473989170238891,-0.011620484741502457,7,0.5714285714285714,1.9330078993485813,0.14916870932740717,0.06159168882238677
lb55_atr14_m2.5_r0.0025_tfma100_rfadx20,55,14,2.5,0.0025,ma100,adx20,-0.005946280602116549,-0.020635471895538937,21,0.14285714285714285,0.8084516323335611,-0.10597459964515729,0.002740585002363183,-0.0058261554351694,7,0.5714285714285714,1.9350597085483514,0.1491687093274072,0.05561727325477546
lb55_atr14_m2.5_r0.005_tfma100_rfadx20,55,14,2.5,0.005,ma100,adx20,-0.012328245974527308,-0.04090063104253039,21,0.14285714285714285,0.8017650459631098,-0.10597459964515736,0.005473989170238891,-0.011620484741502457,7,0.5714285714285714,1.9330078993485813,0.14916870932740717,0.049794893793011594
lb55_atr14_m3.0_r0.0025_tfnone_rfnone,55,14,3.0,0.0025,none,none,0.0012970718236737788,-0.01526715001448764,20,0.25,1.062018320063028,0.02573669647379574,0.0007516682511095052,-0.007124057274387696,7,0.5714285714285714,1.103523966198044,0.04476098496831136,0.03909389395121288
