key,breakout_lookback,atr_period,atr_mult,risk_per_trade,trend_filter,regime_filter,is_return,is_mdd,is_trades,is_win_rate,is_pf,is_avg_r,oos_return,oos_mdd,oos_trades,oos_win_rate,oos_pf,oos_avg_r,rank_score
lb55_atr14_m3.0_r0.0025_tfnone_rfadx20,55,14,3.0,0.0025,none,adx20,0.0013048211564363754,-0.01735089258551692,19,0.2631578947368421,1.0637370603318532,0.026099168172936293,0.0028923162148219994,-0.00615084832515056,6,0.6666666666666666,1.6721159566191965,0.18413306250376268,0.07413039807158911
lb55_atr14_m3.0_r0.0025_tfma100_rfadx20,55,14,3.0,0.0025,ma100,adx20,0.001199527579459625,-0.01735089258551681,18,0.2222222222222222,1.0585999099056502,0.025337424296291638,0.0028923162148219994,-0.00615084832515056,6,0.6666666666666666,1.6721159566191965,0.18413306250376268,0.07396242329326805
lb55_atr14_m3.0_r0.005_tfnone_rfadx20,55,14,3.0,0.005,none,adx20,0.002298885424443453,-0.03443738240388272,19,0.2631578947368421,1.0556233033064504,0.026099168172936345,0.005763145774176914,-0.012239494630413073,6,0.6666666666666666,1.6666452161442629,0.1841330625037627,0.0719896527478701
lb55_atr14_m3.0_r0.005_tfma100_rfadx20,55,14,3.0,0.005,ma100,adx20,0.002088111370350587,-0.03443738240388261,18,0.2222222222222222,1.0505340895873212,0.025337424296291666,0.005763145774176914,-0.012239494630413073,6,0.6666666666666666,1.6666452161442629,0.1841330625037627,0.07177471509027104
lb55_atr10_m2.5_r0.0025_tfnone_rfadx20,55,10,2.5,0.0025,none,adx20,-0.009235380953214523,-0.024860917294678986,24,0.16666666666666666,0.71940765736136,-0.14524366764391033,0.0028708412139291095,-0.006676654394211168,6,0.5,1.518528109348595,0.18409471820358136,0.046578231998796224
lb55_atr10_m2.5_r0.0025_tfma100_rfadx20,55,10,2.5,0.0025,ma100,adx20,-0.01003050207103362,-0.024860917294679208,23,0.13043478260869565,0.6950052611159657,-0.1646963487724007,0.0028708412139291095,-0.006676654394211168,6,0.5,1.518528109348595,0.18409471820358136,0.04426209273645805
lb55_atr10_m3.0_r0.0025_tfnone_rfadx20,55,10,3.0,0.0025,none,adx20,-0.004586181651748289,-0.020818909369973992,21,0.2857142857142857,0.8081177461027705,-0.08448011276694305,0.0019132701753885595,-0.006583684766834463,6,0.6666666666666666,1.434119661405133,0.12132584873036197,0.04313612178505914
lb55_atr10_m3.0_r0.0025_tfma100_rfadx20,55,10,3.0,0.0025,ma100,adx20,-0.004925243360906495,-0.02081890936997388,20,0.25,0.793861453629311,-0.09517786064979764,0.0019132701753885595,-0.006583684766834463,6,0.6666666666666666,1.434119661405133,0.12132584873036197,0.04189780000521686
lb55_atr20_m3.0_r0.0025_tfnone_rfadx20,55,20,3.0,0.0025,none,adx20,-0.011304180695681287,-0.02287207050391915,22,0.18181818181818182,0.6285223171599373,-0.19520258360848922,0.0026786964465808083,-0.006094155842493398,6,0.6666666666666666,1.690717139971353,0.17039031911033686,0.04177650069227356
lb55_atr20_m3.0_r0.0025_tfma100_rfadx20,55,20,3.0,0.0025,ma100,adx20,-0.011351699782013669,-0.022872070503919262,21,0.14285714285714285,0.6269428161986373,-0.20536261554458957,0.0026786964465808083,-0.006094155842493398,6,0.6666666666666666,1.690717139971353,0.17039031911033686,0.04084952954892155
