key,breakout_lookback,atr_period,atr_mult,risk_per_trade,trend_filter,regime_filter,is_return,is_mdd,is_trades,is_win_rate,is_pf,is_avg_r,oos_return,oos_mdd,oos_trades,oos_win_rate,oos_pf,oos_avg_r,rank_score
lb55_atr14_m3.0_r0.0025_tfnone_rfadx20,55,14,3.0,0.0025,none,adx20,0.001508322051025912,-0.017254649796232147,19,0.2631578947368421,1.0744174197461946,0.030250682718843097,0.001260466107216196,-0.007585449900859631,6,0.6666666666666666,1.2194708108512582,0.07993391140285923,0.047631821207270594
lb55_atr14_m3.0_r0.0025_tfma100_rfadx20,55,14,3.0,0.0025,ma100,adx20,0.001403007074634921,-0.017254649796231813,18,0.2222222222222222,1.0692286813993268,0.029719578539193253,0.001260466107216196,-0.007585449900859631,6,0.6666666666666666,1.2194708108512582,0.07993391140285923,0.04750453909481142
lb55_atr14_m3.0_r0.005_tfnone_rfadx20,55,14,3.0,0.005,none,adx20,0.0027067842522274788,-0.03424801719861792,19,0.2631578947368421,1.0661457898815534,0.030250682718843125,0.002486638459043844,-0.015095391711252626,6,0.6666666666666666,1.2158192151163354,0.07993391140285923,0.04436135148399581
lb55_atr14_m3.0_r0.005_tfma100_rfadx20,55,14,3.0,0.005,ma100,adx20,0.0024959244208369036,-0.03424801719861781,18,0.2222222222222222,1.061005829103188,0.029719578539193284,0.002486638459043844,-0.015095391711252626,6,0.6666666666666666,1.2158192151163354,0.07993391140285923,0.044208195322255985
lb55_atr10_m3.0_r0.0025_tfnone_rfadx20,55,10,3.0,0.0025,none,adx20,-0.004317076053267477,-0.020642502529888307,21,0.2857142857142857,0.8173218376078392,-0.07952011290327715,0.0005753434074362573,-0.007723324403535736,6,0.6666666666666666,1.1018338609175913,0.03522155218751851,0.022308871885226268
lb55_atr10_m2.5_r0.0025_tfnone_rfadx20,55,10,2.5,0.0025,none,adx20,-0.008930095722988418,-0.024666004066399072,24,0.16666666666666666,0.7261448464513389,-0.14032670737683814,0.0011785399218202652,-0.008043934713104717,6,0.5,1.1667147089733898,0.07632349372339274,0.0215844288342514
lb55_atr10_m3.0_r0.0025_tfma100_rfadx20,55,10,3.0,0.0025,ma100,adx20,-0.004656229426216352,-0.020642502529887752,20,0.25,0.8029033412360197,-0.08996986079294843,0.0005753434074362573,-0.007723324403535736,6,0.6666666666666666,1.1018338609175913,0.03522155218751851,0.021090505715149012
lb55_atr10_m2.5_r0.0025_tfma100_rfadx20,55,10,2.5,0.0025,ma100,adx20,-0.009725461842222116,-0.024666004066399294,23,0.13043478260869565,0.7015141734586546,-0.15956560762415145,0.0011785399218202652,-0.008043934713104717,6,0.5,1.1667147089733898,0.07632349372339274,0.019284488242533107
lb55_atr10_m3.0_r0.005_tfnone_rfadx20,55,10,3.0,0.005,none,adx20,-0.008930606802211694,-0.04090042571929753,21,0.2857142857142857,0.8120467382241449,-0.07952011290327714,0.00111896570704495,-0.01536888384531454,6,0.6666666666666666,1.098776960172836,0.03522155218751851,0.015592822503554862
lb55_atr10_m3.0_r0.005_tfma100_rfadx20,55,10,3.0,0.005,ma100,adx20,-0.009605540692098957,-0.040900425719297195,20,0.25,0.7977043348786415,-0.08996986079294847,0.00111896570704495,-0.01536888384531454,6,0.6666666666666666,1.098776960172836,0.03522155218751851,0.01422415407763161
