key,breakout_lookback,atr_period,atr_mult,risk_per_trade,trend_filter,regime_filter,is_return,is_mdd,is_trades,is_win_rate,is_pf,is_avg_r,oos_return,oos_mdd,oos_trades,oos_win_rate,oos_pf,oos_avg_r,rank_score
lb55_atr14_m3.0_r0.0025_tfnone_rfadx20,55,14,3.0,0.0025,none,adx20,0.00039831292110359406,-0.01754172036764967,19,0.21052631578947367,1.0187546814243784,0.008269151026270322,0.0028699388818542726,-0.006150848325150338,6,0.6666666666666666,1.6669307968310605,0.18281041528890074,0.07133496367591309
lb55_atr14_m3.0_r0.005_tfnone_rfadx20,55,14,3.0,0.005,none,adx20,0.0004840084420691948,-0.03481288104974445,19,0.21052631578947367,1.0113104704819407,0.008269151026270247,0.005718307008184764,-0.012239494630413073,6,0.6666666666666666,1.6614880341424294,0.18281041528890074,0.06875482050764391
lb55_atr14_m3.0_r0.0025_tfma100_rfadx20,55,14,3.0,0.0025,ma100,adx20,-0.0012739989122262374,-0.017541720367649782,18,0.2222222222222222,0.9443041024890797,-0.025373967867326194,0.0028699388818542726,-0.006150848325150338,6,0.6666666666666666,1.6669307968310605,0.18281041528890074,0.06685691936890432
lb55_atr14_m3.0_r0.005_tfma100_rfadx20,55,14,3.0,0.005,ma100,adx20,-0.0028660693000327475,-0.034812881049744004,18,0.2222222222222222,0.9376915999537858,-0.0253739678673262,0.005718307008184764,-0.012239494630413073,6,0.6666666666666666,1.6614880341424294,0.18281041528890074,0.06353051447996277
lb55_atr10_m2.5_r0.0025_tfnone_rfadx20,55,10,2.5,0.0025,none,adx20,-0.011391283857106749,-0.024937527849352548,24,0.125,0.667109151907968,-0.17937272022888825,0.0029673451524816485,-0.006676654394211279,6,0.5,1.5453851471751066,0.18970610227930848,0.043550563122070736
lb55_atr20_m3.0_r0.0025_tfnone_rfadx20,55,20,3.0,0.0025,none,adx20,-0.01205734594019836,-0.023134742251275542,22,0.13636363636363635,0.612374640736844,-0.20810173739305385,0.0028788703170647967,-0.006094155842493398,6,0.6666666666666666,1.745879624584786,0.18319341501562106,0.04336884289235591
lb55_atr20_m3.0_r0.0025_tfma100_rfadx20,55,20,3.0,0.0025,ma100,adx20,-0.0131200971082307,-0.023134742251276208,21,0.14285714285714285,0.5918835983515429,-0.2371143011096655,0.0028788703170647967,-0.006094155842493398,6,0.6666666666666666,1.745879624584786,0.18319341501562106,0.04013684959649209
lb55_atr10_m3.0_r0.0025_tfnone_rfadx20,55,10,3.0,0.0025,none,adx20,-0.0056657797902051055,-0.020952962639618766,21,0.23809523809523808,0.7697514696876049,-0.10376257797819781,0.001847962389459168,-0.006583684766834241,6,0.6666666666666666,1.4193287036984765,0.11743364680243634,0.03958464778583044
lb55_atr10_m2.5_r0.0025_tfma100_rfadx20,55,10,2.5,0.0025,ma100,adx20,-0.013562371839091703,-0.024937527849353103,23,0.08695652173913043,0.6253694608481665,-0.2224363977542911,0.0029673451524816485,-0.006676654394211279,6,0.5,1.5453851471751066,0.18970610227930848,0.03836723499057676
lb55_atr10_m3.0_r0.0025_tfma100_rfadx20,55,10,3.0,0.0025,ma100,adx20,-0.007290879350073776,-0.0209529626396181,20,0.25,0.7217367957857971,-0.13931337934816393,0.001847962389459168,-0.006583684766834241,6,0.6666666666666666,1.4193287036984765,0.11743364680243634,0.035238503788048624
