key,breakout_lookback,atr_period,atr_mult,risk_per_trade,trend_filter,regime_filter,is_return,is_mdd,is_trades,is_win_rate,is_pf,is_avg_r,oos_return,oos_mdd,oos_trades,oos_win_rate,oos_pf,oos_avg_r,rank_score
lb55_atr14_m3.0_r0.0025_tfnone_rfadx20,55,14,3.0,0.0025,none,adx20,0.002004263422952457,-0.017578643803180083,19,0.2631578947368421,1.1013608683029246,0.04024859851125209,0.0029776579203810716,-0.006040932350224293,6,0.6666666666666666,1.7101784484222873,0.1896410439451114,0.07775916872526514
lb55_atr14_m3.0_r0.005_tfnone_rfadx20,55,14,3.0,0.005,none,adx20,0.003701079628678494,-0.03488551573347687,19,0.2631578947368421,1.092685597978801,0.040248598511252114,0.005934695637989318,-0.012020682162028007,6,0.6666666666666666,1.7044993342721384,0.18964104394511141,0.07596957667688467
lb55_atr14_m3.0_r0.0025_tfma100_rfadx20,55,14,3.0,0.0025,ma100,adx20,-0.001268144173409369,-0.01757864380317964,18,0.2222222222222222,0.9445498896137617,-0.025430618520956252,0.0029776579203810716,-0.006040932350224293,6,0.6666666666666666,1.7101784484222873,0.1896410439451114,0.06889313854034794
lb55_atr14_m3.0_r0.005_tfma100_rfadx20,55,14,3.0,0.005,ma100,adx20,-0.0028542917906999588,-0.034885515733476424,18,0.2222222222222222,0.9379407175760337,-0.025430618520956228,0.005934695637989318,-0.012020682162028007,6,0.6666666666666666,1.7044993342721384,0.18964104394511141,0.06564790680361716
lb55_atr20_m3.0_r0.0025_tfnone_rfadx20,55,20,3.0,0.0025,none,adx20,-0.00764792532428471,-0.02035867044052686,21,0.19047619047619047,0.7144728227929947,-0.13670144625089226,0.0030415746820933176,-0.005927594704097872,6,0.6666666666666666,1.822984893799328,0.19343854619289869,0.0563624684722903
lb55_atr10_m2.5_r0.0025_tfnone_rfadx20,55,10,2.5,0.0025,none,adx20,-0.006449150012423299,-0.022099646092951675,23,0.17391304347826086,0.7859910429400894,-0.10449589965338063,0.003103143427644506,-0.006676654394211168,6,0.5,1.584843417597446,0.19826141131354635,0.056206171496907466
lb55_atr10_m3.0_r0.0025_tfnone_rfadx20,55,10,3.0,0.0025,none,adx20,-0.0010588888118734374,-0.018083725357126545,20,0.3,0.9480433058314135,-0.02004441719684375,0.001905875150780112,-0.00658368476683413,6,0.6666666666666666,1.438554738313986,0.12113907934023072,0.05226573777462765
lb55_atr20_m3.0_r0.005_tfnone_rfadx20,55,20,3.0,0.005,none,adx20,-0.015536560010116163,-0.04034743358183135,21,0.19047619047619047,0.7102887478035347,-0.13670144625089237,0.006064787812007699,-0.011790972381005571,6,0.6666666666666666,1.816537792745688,0.1934385461928987,0.04998279379140511
lb55_atr10_m2.5_r0.005_tfnone_rfadx20,55,10,2.5,0.005,none,adx20,-0.013318702836633833,-0.04375115249145145,23,0.17391304347826086,0.7796000541585469,-0.10449589965338058,0.006174241577689088,-0.013289053423021668,6,0.5,1.5799182802763942,0.19826141131354627,0.049890396505289834
lb55_atr20_m3.0_r0.0025_tfma100_rfadx20,55,20,3.0,0.0025,ma100,adx20,-0.010379689228965705,-0.02035867044052675,20,0.15,0.6471465316244944,-0.19551076537492657,0.0030415746820933176,-0.005927594704097872,6,0.6666666666666666,1.822984893799328,0.19343854619289869,0.04928043323456161
lb55_atr10_m3.0_r0.005_tfnone_rfadx20,55,10,3.0,0.005,none,adx20,-0.002426007535066499,-0.03587581678547824,20,0.3,0.9408805215969034,-0.020044417196843814,0.0037890689192476845,-0.01311111160725742,6,0.6666666666666666,1.4343839285084827,0.12113907934023076,0.048341727117698984
lb55_atr10_m2.5_r0.0025_tfma100_rfadx20,55,10,2.5,0.0025,ma100,adx20,-0.010611796321563616,-0.02209964609295134,22,0.09090909090909091,0.6809471875578887,-0.1803492563365823,0.003103143427644506,-0.006676654394211168,6,0.5,1.584843417597446,0.19826141131354635,0.04659285146650112
lb55_atr10_m3.0_r0.0025_tfma100_rfadx20,55,10,3.0,0.0025,ma100,adx20,-0.00433945947351666,-0.0180837253571261,19,0.2631578947368421,0.8134185081647026,-0.08616277007191517,0.001905875150780112,-0.00658368476683413,6,0.6666666666666666,1.438554738313986,0.12113907934023072,0.04359056472481906
lb55_atr20_m3.0_r0.005_tfma100_rfadx20,55,20,3.0,0.005,ma100,adx20,-0.02095836664008144,-0.04034743358183157,20,0.15,0.6432264122552582,-0.1955107653749266,0.006064787812007699,-0.011790972381005571,6,0.6666666666666666,1.816537792745688,0.1934385461928987,0.04169301086131081
lb55_atr10_m2.5_r0.005_tfma100_rfadx20,55,10,2.5,0.005,ma100,adx20,-0.021578877245640338,-0.043751152491451006,22,0.09090909090909091,0.6751491591075806,-0.1803492563365823,0.006174241577689088,-0.013289053423021668,6,0.5,1.5799182802763942,0.19826141131354627,0.03843941491342168
lb55_atr10_m3.0_r0.005_tfma100_rfadx20,55,10,3.0,0.005,ma100,adx20,-0.00897700748153818,-0.035875816785478465,19,0.2631578947368421,0.8075920716933201,-0.08616277007191515,0.0037890689192476845,-0.01311111160725742,6,0.6666666666666666,1.4343839285084827,0.12113907934023076,0.03820889254123033
